pair_id,company_a_global_id,company_b_global_id,current_identity_state_a,current_identity_state_b,source_id,assisted_bucket
FZ-01671-305020-557675,dd2e330b-2f79-49fa-bc39-47f22c33ea2a,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01672-292747-552518,6954e12e-24ce-49b9-97a4-060dcdf3a4e1,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01677-289675-551042,9625bf3c-a778-4af8-b69a-318424b14843,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01683-303565-557043,6457f0d5-28c4-4cfd-b74f-c7be06e680f5,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01687-299574-555345,2b918a6f-7fca-4398-9458-2a7d722be408,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01688-299574-555350,2b918a6f-7fca-4398-9458-2a7d722be408,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01697-240249-299346,a30f2b51-ffd8-45c1-b370-409fbc897726,86ce973b-0eaa-468b-86b0-50bb0b734df7,REVIEW_REQUIRED,DETERMINISTIC_SINGLE_SOURCE,Contractors,ESCALATE
FZ-01723-301466-556145,d7357df0-21c4-4f73-a86d-6b1d2f81e3fd,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01724-298499-554893,4ec1c696-baee-40af-bfdd-f6898a307565,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01725-290079-551142,0b68b6d4-f9d4-4ab6-b2f7-edecd074007d,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01734-294593-553297,9c2adfe3-4ed5-41e6-bc3e-4d183f85a6fd,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01735-292359-483389,512070ea-835d-407f-be26-b6fdba9c77d6,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
FZ-01736-301028-555962,313a6e39-9e64-4e85-9ecb-924bea2531ac,,DETERMINISTIC_SINGLE_SOURCE,,SFDA,ESCALATE
